epoch,accuracy,dice_coef,loss,lr,recall,val_accuracy,val_dice_coef,val_loss,val_recall
0,0.20718365907669067,0.5287981033325195,0.4720160961151123,1e-04,0.2647411525249481,0.030972588807344437,0.4595912992954254,0.5401639938354492,0.04051610082387924
1,0.320570707321167,0.6383846402168274,0.3619329631328583,1e-04,0.5650008320808411,0.32221630215644836,0.6163281798362732,0.3827487528324127,0.38368064165115356
2,0.3489197790622711,0.6756561398506165,0.32451173663139343,1e-04,0.7010767459869385,0.39854246377944946,0.6836568713188171,0.31500953435897827,0.7907052636146545
3,0.359433650970459,0.6911877393722534,0.3089736998081207,1e-04,0.7709870934486389,0.4253156781196594,0.7181789875030518,0.28030145168304443,0.9417549967765808
4,0.36389780044555664,0.701209545135498,0.29892343282699585,1e-04,0.7991418838500977,0.43244829773902893,0.7432295680046082,0.2550010681152344,0.9880585670471191
5,0.36572781205177307,0.7095262408256531,0.2905850410461426,1e-04,0.8057826161384583,0.4334465563297272,0.7532052993774414,0.24487081170082092,0.9956744313240051
6,0.36629948019981384,0.7173092365264893,0.28279006481170654,1e-04,0.8035775423049927,0.43365293741226196,0.7584467530250549,0.23955753445625305,0.9963467121124268
7,0.3663322329521179,0.7247629761695862,0.27531859278678894,1e-04,0.7968779802322388,0.4337576925754547,0.7615144848823547,0.23646260797977448,0.9963359236717224
8,0.36631160974502563,0.7319914102554321,0.2680811882019043,1e-04,0.7885892987251282,0.43375757336616516,0.7646675705909729,0.23332031071186066,0.9946429133415222
9,0.36619964241981506,0.7390751242637634,0.260987251996994,1e-04,0.7799562215805054,0.43356287479400635,0.7675352096557617,0.23046211898326874,0.990003228187561
10,0.3661217987537384,0.746125340461731,0.2539314329624176,1e-04,0.7707443833351135,0.43338069319725037,0.77057945728302,0.22738094627857208,0.9872616529464722
11,0.36601731181144714,0.7531658411026001,0.2468843013048172,1e-04,0.7613691687583923,0.43297192454338074,0.7721517086029053,0.22586798667907715,0.9807199835777283
12,0.3658798933029175,0.7599170804023743,0.2401297241449356,1e-04,0.7518381476402283,0.43193718791007996,0.7737999558448792,0.22427311539649963,0.9697161316871643
