epoch,accuracy,dice_coef,loss,lr,recall,val_accuracy,val_dice_coef,val_loss,val_recall
16,0.3102933168411255,0.859944760799408,-0.8604532480239868,1e-04,0.9470714926719666,0.19181755185127258,0.7505620121955872,-0.7520944476127625,0.8665482401847839
17,0.31475767493247986,0.8646950721740723,-0.8652065396308899,1e-04,0.9480616450309753,0.19214165210723877,0.7532976865768433,-0.7548354864120483,0.8681819438934326
18,0.3187459111213684,0.8701040148735046,-0.8706240057945251,1e-04,0.95061194896698,0.19272710382938385,0.7542798519134521,-0.7558377981185913,0.8658958077430725
19,0.32404088973999023,0.8757280111312866,-0.8762608766555786,1e-04,0.9532034993171692,0.19316869974136353,0.7562722563743591,-0.7578371167182922,0.866513192653656
20,0.32796433568000793,0.879736065864563,-0.8802791237831116,1e-04,0.9545081257820129,0.19361257553100586,0.7587648034095764,-0.7603421211242676,0.8686190843582153
21,0.3324247896671295,0.8838591575622559,-0.8844024538993835,1e-04,0.9559841156005859,0.1959417760372162,0.75955730676651,-0.7611356973648071,0.8665866255760193
22,0.3383168876171112,0.888229250907898,-0.8887808918952942,1e-04,0.9580980539321899,0.19564911723136902,0.7622791528701782,-0.7638522982597351,0.8707439303398132
23,0.3441520035266876,0.8919353485107422,-0.8924907445907593,1e-04,0.9596742391586304,0.19674670696258545,0.7631356716156006,-0.7647160887718201,0.8715936541557312
24,0.34981587529182434,0.8945387005805969,-0.8950933814048767,1e-04,0.9598075747489929,0.19684916734695435,0.7639085054397583,-0.7655067443847656,0.8688900470733643
25,0.356232225894928,0.8972638845443726,-0.8978187441825867,1e-04,0.9610658884048462,0.19946449995040894,0.7648063898086548,-0.7664235234260559,0.8700738549232483
26,0.3642594814300537,0.9005581140518188,-0.9011174440383911,1e-04,0.9624055624008179,0.19968317449092865,0.7658607363700867,-0.7674703598022461,0.8710600733757019
27,0.3706490397453308,0.903229296207428,-0.9037953615188599,1e-04,0.963485062122345,0.20116671919822693,0.766655445098877,-0.7682748436927795,0.8717138767242432
28,0.3784378170967102,0.9053729176521301,-0.9059362411499023,1e-04,0.9641618728637695,0.217071533203125,0.7667260766029358,-0.7682874202728271,0.8708420395851135
29,0.38692420721054077,0.9076013565063477,-0.9081661701202393,1e-04,0.9649936556816101,0.2124747335910797,0.7674890756607056,-0.7691178917884827,0.8702364563941956
30,0.39334341883659363,0.9083123207092285,-0.9088712334632874,1e-04,0.9643069505691528,0.2094656527042389,0.7684454321861267,-0.770078718662262,0.8707977533340454
31,0.40034404397010803,0.9103612899780273,-0.9109231233596802,1e-04,0.9653054475784302,0.21724683046340942,0.7705429792404175,-0.772107720375061,0.8756959438323975
32,0.4146219491958618,0.9134268164634705,-0.9139971733093262,1e-04,0.9671876430511475,0.22885705530643463,0.7691837549209595,-0.7707973122596741,0.8743070960044861
33,0.4244135618209839,0.9156326651573181,-0.9162079691886902,1e-04,0.9682145714759827,0.21764884889125824,0.7690351009368896,-0.7706814408302307,0.8713087439537048
34,0.4343790113925934,0.9175182580947876,-0.9180966019630432,1e-04,0.9693748950958252,0.22545698285102844,0.7700222134590149,-0.7716626524925232,0.8746151924133301
35,0.44209668040275574,0.9188342690467834,-0.9194109439849854,1e-04,0.9696404933929443,0.21195834875106812,0.7703850269317627,-0.7720409631729126,0.8711836338043213
