epoch,accuracy,dice_coef,loss,lr,recall,val_accuracy,val_dice_coef,val_loss,val_recall
0,0.31487828493118286,0.5653374791145325,-0.5650247931480408,1e-04,0.4431467056274414,0.28227198123931885,0.5323435068130493,-0.5318933129310608,0.3280833661556244
1,0.3079324960708618,0.6249666213989258,-0.6249972581863403,1e-04,0.6679304838180542,0.2268550544977188,0.6120285987854004,-0.6131895184516907,0.7759109139442444
2,0.264990895986557,0.6558446884155273,-0.6560056209564209,1e-04,0.7845392227172852,0.2138349562883377,0.6399433612823486,-0.641316831111908,0.8247144818305969
3,0.2486879825592041,0.675269365310669,-0.6754911541938782,1e-04,0.8190024495124817,0.20465007424354553,0.6511551737785339,-0.6525559425354004,0.8432120084762573
4,0.25364968180656433,0.6885327696800232,-0.68878573179245,1e-04,0.8350792527198792,0.20063425600528717,0.662388801574707,-0.6637492179870605,0.8564895987510681
5,0.25871649384498596,0.7005357146263123,-0.7008234858512878,1e-04,0.8492380380630493,0.20128993690013885,0.6746790409088135,-0.6759842038154602,0.8733556270599365
6,0.26286768913269043,0.7114822268486023,-0.7117992043495178,1e-04,0.860977053642273,0.20367661118507385,0.6870688199996948,-0.6883379817008972,0.8951047658920288
7,0.2672879099845886,0.7216629385948181,-0.7220015525817871,1e-04,0.8710302710533142,0.20644980669021606,0.6972198486328125,-0.6984821557998657,0.9138556122779846
8,0.27158597111701965,0.7312195897102356,-0.7315780520439148,1e-04,0.8797062039375305,0.20889580249786377,0.7042288184165955,-0.7055157423019409,0.9216842651367188
9,0.27618464827537537,0.7403720617294312,-0.7407431602478027,1e-04,0.8872947692871094,0.2097366452217102,0.7088554501533508,-0.7101714611053467,0.924400269985199
10,0.28009071946144104,0.7490100860595703,-0.7493939399719238,1e-04,0.8942810893058777,0.21161726117134094,0.7131088972091675,-0.7144249081611633,0.9243072271347046
11,0.28362271189689636,0.7571232318878174,-0.7575168609619141,1e-04,0.9005333781242371,0.21329709887504578,0.7169815301895142,-0.718288779258728,0.9235620498657227
12,0.2868264317512512,0.7647415399551392,-0.7651463747024536,1e-04,0.9058432579040527,0.21754536032676697,0.7214217185974121,-0.7226647138595581,0.9214543700218201
13,0.28986722230911255,0.7719627618789673,-0.7723812460899353,1e-04,0.9105980396270752,0.2211984097957611,0.7255065441131592,-0.7266848683357239,0.918458104133606
14,0.29263654351234436,0.7788581848144531,-0.7792879939079285,1e-04,0.9152296185493469,0.22239822149276733,0.7284446954727173,-0.7295657396316528,0.9128336906433105
15,0.2952539622783661,0.7853633165359497,-0.78580641746521,1e-04,0.9193511605262756,0.22732853889465332,0.7319290041923523,-0.732936441898346,0.9054970741271973
16,0.2974708378314972,0.7915664911270142,-0.7920209169387817,1e-04,0.9232082366943359,0.23211830854415894,0.7340545654296875,-0.734874427318573,0.8925458788871765
17,0.2995706796646118,0.7975685596466064,-0.7980319261550903,1e-04,0.9269471168518066,0.23349767923355103,0.7361047267913818,-0.7368284463882446,0.8861395716667175
18,0.3014439642429352,0.8032842874526978,-0.8037558794021606,1e-04,0.9302830100059509,0.23273932933807373,0.7382026314735413,-0.7389277219772339,0.8843411803245544
19,0.30312278866767883,0.8088870048522949,-0.8093691468238831,1e-04,0.9338337182998657,0.23307514190673828,0.7411755919456482,-0.7419264316558838,0.8857380151748657
20,0.30474424362182617,0.8142454028129578,-0.8147332072257996,1e-04,0.9370037317276001,0.23104709386825562,0.7426754832267761,-0.7434030175209045,0.8847471475601196
21,0.30616849660873413,0.8193119764328003,-0.8198069334030151,1e-04,0.9398640394210815,0.2293783724308014,0.7438425421714783,-0.7445679306983948,0.8846278786659241
22,0.3074873983860016,0.8242955803871155,-0.8247962594032288,1e-04,0.9429627060890198,0.23180612921714783,0.7467871308326721,-0.7474576234817505,0.8843972086906433
23,0.3088752031326294,0.8291136622428894,-0.8296219706535339,1e-04,0.9455556273460388,0.2294025868177414,0.7488239407539368,-0.749528169631958,0.8886677026748657
24,0.310256689786911,0.8339016437530518,-0.834414541721344,1e-04,0.9482800960540771,0.23824717104434967,0.7513878345489502,-0.7517760992050171,0.8778814077377319
25,0.31130096316337585,0.8382721543312073,-0.8387892246246338,1e-04,0.9507324695587158,0.23882551491260529,0.7527197599411011,-0.7530652284622192,0.8770037889480591
26,0.3128085136413574,0.8427031636238098,-0.8432223796844482,1e-04,0.9532524347305298,0.23533767461776733,0.7541343569755554,-0.7545936703681946,0.8798959255218506
27,0.3139750361442566,0.8467746376991272,-0.8472974300384521,1e-04,0.9555765986442566,0.24216432869434357,0.7582346796989441,-0.7585502862930298,0.883185625076294
28,0.3153252601623535,0.8507646322250366,-0.851293683052063,1e-04,0.9574565887451172,0.24182404577732086,0.7576474547386169,-0.7578796148300171,0.8719621896743774
29,0.31669408082962036,0.854721188545227,-0.8552559614181519,1e-04,0.9595168828964233,0.24623876810073853,0.7623323798179626,-0.762516438961029,0.8804676532745361
30,0.31785905361175537,0.8582746982574463,-0.8588128685951233,1e-04,0.9610459208488464,0.24612265825271606,0.7626575827598572,-0.762861967086792,0.8744577169418335
31,0.31900033354759216,0.8614882230758667,-0.8620312809944153,1e-04,0.9621099829673767,0.2559967041015625,0.7596614956855774,-0.7595710754394531,0.8409885764122009
32,0.3185976445674896,0.8627974987030029,-0.8633314967155457,1e-04,0.9604645371437073,0.23641301691532135,0.7647199630737305,-0.7654207348823547,0.8795628547668457
33,0.3197121322154999,0.8661267161369324,-0.8666679263114929,1e-04,0.9625688791275024,0.26048415899276733,0.7560824751853943,-0.755689799785614,0.8180831074714661
34,0.3211457431316376,0.8699160218238831,-0.8704679608345032,1e-04,0.9646371006965637,0.26151224970817566,0.7669282555580139,-0.7667845487594604,0.8548884391784668
35,0.322648286819458,0.8733770251274109,-0.8739361763000488,1e-04,0.9666494727134705,0.2641558051109314,0.765082061290741,-0.7648363709449768,0.8386722207069397
